reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,sentimen,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Tokenizing,Formalisasi,tokens_akhir
a26f924f-3889-4789-8286-8630e73e7aeb,Sugeng Geng,https://play-lh.googleusercontent.com/a-/ALV-UjUbGdjIBdXv0e_4TC6btmsx9opWGw8_ftMKiY3PkNeaQU3AZoIo,"Burukkk, Tiba tiba Akun saya di blokir dan dibatasi secara mendadak, Coba jelaskan seabank apa yang terjadi,Sudah diurus di cs nya tapi tidak tau problemnya, tolong kembalikan akses akun saya, sudah 2 hari akun saya belum bisa dibuka",2,0,,2025-12-14 13:30:53,"Hai Sobat SeaBank, mohon maaf. Terkait kendala tidak bisa login yang kamu alami, mohon untuk menghubungi kembali CS SeaBank di nomor 1500130 agar dilakukan pengecekan lebih lanjut karena perlu verifikasi data terlebih dahulu ya. Semoga kendala kamu segera terselesaikan dan Aplikasi SeaBank bisa digunakan kembali. Terima kasih 🙏",2025-12-14 16:25:00,,id.co.bankbkemobile.digitalbank,Negatif,"Burukkk, Tiba tiba Akun saya di blokir dan dibatasi secara mendadak, Coba jelaskan seabank apa yang terjadi,Sudah diurus di cs nya tapi tidak tau problemnya, tolong kembalikan akses akun saya, sudah 2 hari akun saya belum bisa dibuka","Burukkk, Tiba tiba Akun saya di blokir dan dibatasi secara mendadak, Coba jelaskan seabank apa yang terjadi,Sudah diurus di cs nya tapi tidak tau problemnya, tolong kembalikan akses akun saya, sudah 2 hari akun saya belum bisa dibuka","Buruk, Tiba tiba Akun saya di blokir dan dibatasi secara mendadak, Coba jelaskan seabank apa yang terjadi,Sudah diurus di cs nya tapi tidak tau problemnya, tolong kembalikan akses akun saya, sudah 2 hari akun saya belum bisa dibuka","buruk, tiba tiba akun saya di blokir dan dibatasi secara mendadak, coba jelaskan seabank apa yang terjadi,sudah diurus di cs nya tapi tidak tau problemnya, tolong kembalikan akses akun saya, sudah 2 hari akun saya belum bisa dibuka","['buruk', ',', 'tiba', 'tiba', 'akun', 'saya', 'di', 'blokir', 'dan', 'dibatasi', 'secara', 'mendadak', ',', 'coba', 'jelaskan', 'seabank', 'apa', 'yang', 'terjadi', ',', 'sudah', 'diurus', 'di', 'cs', 'nya', 'tapi', 'tidak', 'tau', 'problemnya', ',', 'tolong', 'kembalikan', 'akses', 'akun', 'saya', ',', 'sudah', '2', 'hari', 'akun', 'saya', 'belum', 'bisa', 'dibuka']","['buruk', ',', 'tiba', 'tiba', 'akun', 'saya', 'di', 'blokir', 'dan', 'dibatasi', 'secara', 'mendadak', ',', 'coba', 'jelaskan', 'seabank', 'apa', 'yang', 'terjadi', ',', 'sudah', 'diurus', 'di', 'cs', 'nya', 'tapi', 'tidak', 'tau', 'problemnya', ',', 'tolong', 'kembalikan', 'akses', 'akun', 'saya', ',', 'sudah', '2', 'hari', 'akun', 'saya', 'belum', 'bisa', 'dibuka']","['buruk', '', 'tiba', 'tiba', 'akun', 'blokir', 'batas', 'dadak', '', 'coba', 'jelas', 'seabank', 'apa', 'jadi', '', 'urus', 'cs', 'tau', 'problem', '', 'kembali', 'akses', 'akun', '', '2', 'hari', 'akun', 'buka']"
f46002d2-9504-454b-93fe-88bd216642ca,Arik Jetak,https://play-lh.googleusercontent.com/a/ACg8ocLcg8bHuwYvjasDX_D5CLMJuU2sxl2amIaD40lB_J4C75kCUQ=mo,"bunga nyata,,TF gattis",5,0,3.33.0,2025-12-14 13:30:02,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,"bunga nyata,,TF gattis","bunga nyata,,TF gattis","bunga nyata,,TF gattis","bunga nyata,,tf gattis","['bunga', 'nyata', ',', ',tf', 'gattis']","['bunga', 'nyata', ',', ',tf', 'gattis']","['bunga', 'nyata', '', 'tf', 'gattis']"
98c32b5f-054f-4020-a8b4-1e9ddb8a9a03,ahmadawalwahidong 05,https://play-lh.googleusercontent.com/a-/ALV-UjVfCRwjzorsX8CxXvNAEBK0igcVhk0nW68g8PPxRbHvW8ZV6mU,"👍 good.,... 👌 I likee ,,, ✌️🤞👌👍",5,0,3.33.0,2025-12-14 13:28:29,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,"👍 good.,... 👌 I likee ,,, ✌️🤞👌👍"," good.,...  I likee ,,, "," good.,.  I likee , "," good.,.  i likee , ","['good.', ',', '.', 'i', 'likee', ',']","['good.', ',', '.', 'i', 'likee', ',']","['good', '', '', 'i', 'likee', '']"
02d94b6f-fffa-43fc-8e3a-3daabf289cae,Choirunnissa Vistianie,https://play-lh.googleusercontent.com/a/ACg8ocK1Pz719Ujmk97ekDNDkImY_hhV2iWe_Yw7_FjkU1jdx4Ah8Q=mo,suka bgtt karena mudah di aplikasi kan,5,0,3.33.0,2025-12-14 13:24:44,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,suka bgtt karena mudah di aplikasi kan,suka bgtt karena mudah di aplikasi kan,suka bgtt karena mudah di aplikasi kan,suka bgtt karena mudah di aplikasi kan,"['suka', 'bgtt', 'karena', 'mudah', 'di', 'aplikasi', 'kan']","['suka', 'banget', 'karena', 'mudah', 'di', 'aplikasi', 'kan']","['suka', 'mudah', 'aplikasi', 'kan']"
798ca6c2-2d1c-44ff-89a9-3ab67f822e16,Master Pic,https://play-lh.googleusercontent.com/a/ACg8ocJ5JYAax8ZwajJ8ZZjNzPy8kxn5KyIL0Zqx3LdueyEAx0E7wA=mo,mantap,5,0,3.6.20,2025-12-14 13:22:35,"Mantap, Kak Master! Semoga neobank selalu jadi layanan perbankan digital andalanmu😸 _HA",2025-12-14 13:28:53,3.6.20,com.bnc.finance,Positif,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap']
914c5bb7-7cb3-46f0-99ba-f6ba08962be2,Syifaul Putri,https://play-lh.googleusercontent.com/a-/ALV-UjUnGIITWXGcNPjH8_9oXKIKReh_f2UII7cNwYxQ9gkh2Qo6MWQ,mantap sekali,5,0,,2025-12-14 13:18:23,"Mantap, Kak. Semoga neobank terus bermanfaat buat Kakak, ya:) _DM",2025-12-14 13:27:14,,com.bnc.finance,Positif,mantap sekali,mantap sekali,mantap sekali,mantap sekali,"['mantap', 'sekali']","['mantap', 'sekali']","['mantap', 'sekali']"
e0be70e2-a437-4c42-bb94-619fcdf3d424,Niha Niha,https://play-lh.googleusercontent.com/a/ACg8ocK-vRN3AFH_Yi2Vqd8GRHS5iST41LCbMDX-WUbniNqoCrnDVg=mo,very good,5,0,3.6.21,2025-12-14 13:09:58,"Makasih banyak, Kak Niha. Review bintang 5 ini bikin kami makin semangat kasih layanan terbaik! 😸_HA",2025-12-14 13:17:37,3.6.21,com.bnc.finance,Positif,very good,very good,very good,very good,"['very', 'good']","['very', 'good']","['very', 'good']"
1d982c8f-891a-490e-b9c8-a9efb88e491a,Faiz Harun nazmi,https://play-lh.googleusercontent.com/a/ACg8ocIPw2R3xLtzJAKVOXXs-8pcpwtGPqkCia450WLD8ZwEX3-frg=mo,saya tidak bisa top up ewalet dana mohon bantuan nya,5,0,3.33.0,2025-12-14 13:07:50,"Hi Sobat SeaBank, mohon maaf atas ketidaknyamanannya, saat ini sistem E-Wallet DANA sedang dalam pemeliharaan sistem. Sementara Top-Up melalui SeaBank tidak dapat dilakukan. Top-Up dapat dilakukan setelah pemeliharaan sistem selesai. Apabila saldo terpotong, kamu tidak perlu khawatir karena dana tetap aman. Semoga kendalanya segera terselesaikan 🙏",2025-12-14 16:22:20,3.33.0,id.co.bankbkemobile.digitalbank,Positif,saya tidak bisa top up ewalet dana mohon bantuan nya,saya tidak bisa top up ewalet dana mohon bantuan nya,saya tidak bisa top up ewalet dana mohon bantuan nya,saya tidak bisa top up ewalet dana mohon bantuan nya,"['saya', 'tidak', 'bisa', 'top', 'up', 'ewalet', 'dana', 'mohon', 'bantuan', 'nya']","['saya', 'tidak', 'bisa', 'top', 'up', 'ewalet', 'dana', 'mohon', 'bantuan', 'nya']","['top', 'up', 'ewalet', 'dana', 'mohon', 'bantu']"
9320c92b-85a4-4b36-8a08-269b0813154f,Panji Sentanu,https://play-lh.googleusercontent.com/a-/ALV-UjUczt8Ffu0knHjJpL8PWrssAgLb4_-Mj6eRcevOjLj9I2OHjVm4,kwren euy,5,0,3.33.0,2025-12-14 13:05:35,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,kwren euy,kwren euy,kwren euy,kwren euy,"['kwren', 'euy']","['kwren', 'euy']","['kwren', 'euy']"
1c7a6598-1480-4b1d-93d3-8755714ee848,Idup Hayrudin,https://play-lh.googleusercontent.com/a-/ALV-UjXDFmRNeagAWDuKYfBd7zpKWAs0fCY_mzfM6kDhJnd-Cm--sEw,bagus bangat sangat amanah.,5,0,3.33.0,2025-12-14 13:05:32,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,bagus bangat sangat amanah.,bagus bangat sangat amanah.,bagus bangat sangat amanah.,bagus bangat sangat amanah.,"['bagus', 'bangat', 'sangat', 'amanah', '.']","['bagus', 'banget', 'sangat', 'amanah', '.']","['bagus', 'amanah', '']"
bdcbd448-40b8-49b8-ad22-d7be645c0191,Anisa Fatiha Rizky,https://play-lh.googleusercontent.com/a/ACg8ocKC-nnuZVHwJ7IjHWIsSZKA_mqHCdXSwvP2uAG7QDYMfXHdNA=mo,top pokok nya,5,0,3.33.0,2025-12-14 13:05:30,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,top pokok nya,top pokok nya,top pokok nya,top pokok nya,"['top', 'pokok', 'nya']","['top', 'pokok', 'nya']","['top', 'pokok']"
e6e7b5e8-5dfc-409a-9740-b1262663698a,Martha Indah,https://play-lh.googleusercontent.com/a-/ALV-UjVVV7Me3eVylOiTRZKRSomgKDHC6bTBZFpXNlYW4hkW-mYXq9HrUg,baik,5,0,,2025-12-14 13:05:24,,,,id.co.bankbkemobile.digitalbank,Positif,baik,baik,baik,baik,['baik'],['baik'],['baik']
36a4fbb7-9e1c-4967-95ff-30166ce1a7cd,Desi Arsa,https://play-lh.googleusercontent.com/a-/ALV-UjW-BJDHqRAXZRJvEaDtwlidozdjI5jfkjiQrxPuSWaP29rRaXaE,mempermudah apalagi jika pinjaman dalam cara pembayaran lebih di mudahkan lagi,5,0,,2025-12-14 13:03:20,,,,id.co.bankbkemobile.digitalbank,Positif,mempermudah apalagi jika pinjaman dalam cara pembayaran lebih di mudahkan lagi,mempermudah apalagi jika pinjaman dalam cara pembayaran lebih di mudahkan lagi,mempermudah apalagi jika pinjaman dalam cara pembayaran lebih di mudahkan lagi,mempermudah apalagi jika pinjaman dalam cara pembayaran lebih di mudahkan lagi,"['mempermudah', 'apalagi', 'jika', 'pinjaman', 'dalam', 'cara', 'pembayaran', 'lebih', 'di', 'mudahkan', 'lagi']","['mempermudah', 'apalagi', 'jika', 'pinjaman', 'dalam', 'cara', 'pembayaran', 'lebih', 'di', 'mudahkan', 'lagi']","['mudah', 'pinjam', 'cara', 'bayar', 'lebih', 'mudah']"
f79f4f48-4052-4a34-9b94-d43ebb583b41,Teri Agustina,https://play-lh.googleusercontent.com/a/ACg8ocJmPowvzrpZGg-j6u0QT92eEiIQUKTFInC_f-PpSCfMjAyP4A=mo,mantap,5,0,3.33.0,2025-12-14 13:01:25,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap']
0d06f666-27dc-4fc1-b14c-2154fa1926c9,Marizka Fitriani,https://play-lh.googleusercontent.com/a/ACg8ocLs0WOVcge7WbH4bAMA3u6s-k_m_EL_dsOBntZUX7sOK4Sq6Q=mo,"Bank yg merakyat yaa Seabank pastinya, tidak mencekik rakyat dengan biaya admin bulanan, admin transfer, dan admin2 yg meresahkan user.... sukses selalu Seabank",5,0,3.33.0,2025-12-14 13:01:16,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,"Bank yg merakyat yaa Seabank pastinya, tidak mencekik rakyat dengan biaya admin bulanan, admin transfer, dan admin2 yg meresahkan user.... sukses selalu Seabank","Bank yg merakyat yaa Seabank pastinya, tidak mencekik rakyat dengan biaya admin bulanan, admin transfer, dan admin2 yg meresahkan user.... sukses selalu Seabank","Bank yg merakyat yaa Seabank pastinya, tidak mencekik rakyat dengan biaya admin bulanan, admin transfer, dan admin2 yg meresahkan user. sukses selalu Seabank","bank yg merakyat yaa seabank pastinya, tidak mencekik rakyat dengan biaya admin bulanan, admin transfer, dan admin2 yg meresahkan user. sukses selalu seabank","['bank', 'yg', 'merakyat', 'yaa', 'seabank', 'pastinya', ',', 'tidak', 'mencekik', 'rakyat', 'dengan', 'biaya', 'admin', 'bulanan', ',', 'admin', 'transfer', ',', 'dan', 'admin2', 'yg', 'meresahkan', 'user', '.', 'sukses', 'selalu', 'seabank']","['bank', 'yang', 'merakyat', 'ya', 'seabank', 'pastinya', ',', 'tidak', 'mencekik', 'rakyat', 'dengan', 'biaya', 'admin', 'bulanan', ',', 'admin', 'transfer', ',', 'dan', 'admin2', 'yang', 'meresahkan', 'user', '.', 'sukses', 'selalu', 'seabank']","['bank', 'rakyat', 'seabank', 'pasti', '', 'cekik', 'rakyat', 'biaya', 'admin', 'bulan', '', 'admin', 'transfer', '', 'admin2', 'resah', 'user', '', 'sukses', 'selalu', 'seabank']"
ea02ebc6-3c9a-4311-9a1a-a51c2cbdb678,Azkia Fateen,https://play-lh.googleusercontent.com/a/ACg8ocK5HpWVhoGCzpOOcfhn020mu5WhoF0cDEIjWNqVhY-yzbHyWg=mo,pgn ktwa saja di apk seabnk gk dpt limit pinjaman.. giliran apk laen mlh seabank y jd penyedia dana pinjmn buat saya🤣🤣,3,0,,2025-12-14 13:01:16,"Hai Sobat SeaBank. Maaf atas ketidaknyamanannya, fitur SeaBank Pinjam saat ini hanya bisa digunakan oleh Nasabah SeaBank terpilih. Untuk pengecekan lebih lanjut, silakan hubungi CS SeaBank di nomor telepon 1500130 atau live chat pada Aplikasi SeaBank. Semoga penggunaan SeaBank kamu berjalan lancar. Terima kasih 🙏",2025-12-14 16:18:25,,id.co.bankbkemobile.digitalbank,Netral,pgn ktwa saja di apk seabnk gk dpt limit pinjaman.. giliran apk laen mlh seabank y jd penyedia dana pinjmn buat saya🤣🤣,pgn ktwa saja di apk seabnk gk dpt limit pinjaman.. giliran apk laen mlh seabank y jd penyedia dana pinjmn buat saya,pgn ktwa saja di apk seabnk gk dpt limit pinjaman.. giliran apk laen mlh seabank y jd penyedia dana pinjmn buat saya,pgn ktwa saja di apk seabnk gk dpt limit pinjaman.. giliran apk laen mlh seabank y jd penyedia dana pinjmn buat saya,"['pgn', 'ktwa', 'saja', 'di', 'apk', 'seabnk', 'gk', 'dpt', 'limit', 'pinjaman', '..', 'giliran', 'apk', 'laen', 'mlh', 'seabank', 'y', 'jd', 'penyedia', 'dana', 'pinjmn', 'buat', 'saya']","['pengin', 'ketawa', 'saja', 'di', 'apk', 'seabnk', 'enggak', 'dapat', 'limit', 'pinjaman', '..', 'giliran', 'apk', 'lain', 'malah', 'seabank', 'ya', 'jadi', 'penyedia', 'dana', 'pinjmn', 'buat', 'saya']","['pengin', 'ketawa', 'apk', 'seabnk', 'limit', 'pinjam', '', 'gilir', 'apk', 'malah', 'seabank', 'sedia', 'dana', 'pinjmn', 'buat']"
d3ee25c8-2782-4d9b-91ab-78cb77fabd3c,Darmanto Darmanto,https://play-lh.googleusercontent.com/a-/ALV-UjX7XQ66iwuBoPqbYTnKtw4ytcVz8BUaB0E7Jzxf-2lRA0KwOTc,sangat membantu dan mudah di gunakan,5,0,3.33.0,2025-12-14 12:54:52,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,sangat membantu dan mudah di gunakan,sangat membantu dan mudah di gunakan,sangat membantu dan mudah di gunakan,sangat membantu dan mudah di gunakan,"['sangat', 'membantu', 'dan', 'mudah', 'di', 'gunakan']","['sangat', 'membantu', 'dan', 'mudah', 'di', 'gunakan']","['bantu', 'mudah', 'guna']"
5a7f0efe-7e33-46d7-a556-a3442b69f786,Hajibah Rettob,https://play-lh.googleusercontent.com/a/ACg8ocI6YD2mtLVNPCjRWO7slXprIz0rpkDSlS7Tx6JDNb_lu_xR8g=mo,Good Job,5,0,3.17.0,2025-12-14 12:54:49,,,3.17.0,id.co.bankbkemobile.digitalbank,Positif,Good Job,Good Job,Good Job,good job,"['good', 'job']","['good', 'job']","['good', 'job']"
5f9425b6-8b0e-4262-9011-bfba3add06a9,Riko Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjWgYv5Oi_fDD-nQL76S7rg9qUZ-EABGf55bEgaOa9x0n6emRBTg,apk nya okh,5,0,3.33.0,2025-12-14 12:53:44,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,apk nya okh,apk nya okh,apk nya okh,apk nya okh,"['apk', 'nya', 'okh']","['apk', 'nya', 'okh']","['apk', 'okh']"
eff0e7c5-5fbe-4ab9-91ac-a7fa79603945,Amiin Syukuri,https://play-lh.googleusercontent.com/a-/ALV-UjXbhzju_pEh3NCH2DEZQH0Ezx4ArhasMYSdFM4WKR1fx8FRiKk,bagus biaya admin nol puas banget pake seabank,5,0,3.33.0,2025-12-14 12:48:09,,,3.33.0,id.co.bankbkemobile.digitalbank,Positif,bagus biaya admin nol puas banget pake seabank,bagus biaya admin nol puas banget pake seabank,bagus biaya admin nol puas banget pake seabank,bagus biaya admin nol puas banget pake seabank,"['bagus', 'biaya', 'admin', 'nol', 'puas', 'banget', 'pake', 'seabank']","['bagus', 'biaya', 'admin', 'nol', 'puas', 'banget', 'pakai', 'seabank']","['bagus', 'biaya', 'admin', 'nol', 'puas', 'pakai', 'seabank']"
